"Program Name","Program Arthur","Program Description","Program Length","Program Level","Program Equipment","Days Per Week","Mesocycle Name","Mesocycle Description","Mesocycle Order","Microcycle Name","Microcycle Description","Microcycle Order","Workout Name","Workout Day","Workout Notes","Exercise Name","Sets","Set Type","Target Repetitions","Target Min Repetitions","Target Max Repetitions","Target Weight (lbs)","Target Weight (kg)","Weight Increment (lbs)","Weight Increment (kg)","Target RPE","Target RIR","Percentage of 1RM","Progression Scheme ID","Advanced Exercise Sets"
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 1-4","Bodyweight exercises to get accustomed to foundational movements.","1","Week 1-4","Days 2 and 4 are repeated.","2","Workout Day 2","Day 2, 4","","Bodyweight Side-Lying Hip Abduction","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 1-4","Bodyweight exercises to get accustomed to foundational movements.","1","Week 1-4","Days 2 and 4 are repeated.","2","Workout Day 2","Day 2, 4","","Bodyweight Plank","2","Straight Set","40 sec","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Bodyweight Knee-Banded Glute Bridge","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Bodyweight Eccentric Push-up","3","Straight Set","5","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Goblet Parallel Box Squat","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Bodyweight Eccentric Chin-up","3","Straight Set","3","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Banded Seated Hip Abduction","3","Straight Set","30","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","3","Workout Day 1","Day 1, 3","","Bodyweight Side Plank","2","Straight Set","40 sec","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Bodyweight Hip Thrust","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Dumbbell Standing Shoulder Press","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Bodyweight Reverse Lunge","3","Straight Set","10 each leg","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Dumbbell One-Arm Row","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Bodyweight Extra-Range Side-Lying Hip Abduction","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 5-8","Builds on the first phase with slightly more advanced variations and basic equipment.","2","Week 5-8","Days 2 and 4 are repeated.","4","Workout Day 2","Day 2, 4","","Bodyweight RKC Plank","2","Straight Set","20 sec","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Single-Leg Hip Thrust","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Bodyweight Push-up","3","Straight Set","3","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Goblet Deep Squat","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Bodyweight Chin-up","3","Straight Set","1","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Dumbbell Romanian Deadlift","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Banded Seated Hip Abduction","3","Straight Set","30","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 1 and 3 are repeated; Days 2 and 4 are repeated.","5","Workout Day 1","Day 1, 3","","Bodyweight Side Plank","2","Straight Set","1 min","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Dumbbell Hip Thrust","3","Straight Set","20","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Dumbbell Bench Press","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Bodyweight Bulgarian Split Squat","3","Straight Set","10 each leg","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Dumbbell Chest-Supported Row","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Dumbbell Single-Leg RDL","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Bodyweight Side-Lying Hip Raise","3","Straight Set","10","","","","","","","","","",""
"Novice Program","Bret Contreras","A program designed for beginners focusing on basic movements to build a solid foundation.","12 weeks","Novice","Bodyweight, dumbbells, resistance band","4","Weeks 9-12","Incorporates additional basic equipment and more advanced exercises.","3","Week 9-12","Days 2 and 4 are repeated.","6","Workout Day 2","Day 2, 4","","Bodyweight RKC Plank","2","Straight Set","30 sec","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Barbell Hip Thrust Pyramid","1","Pyramid","10, 8, 6, 15","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Military Press Pyramid","1","Pyramid","10, 8, 6, 15","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Back Squat","3","Straight Set","6","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Chin-up","3","Straight Set","AMRAP","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Gliding Leg Curl","3","Straight Set","10","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","1","Workout Day 1","Day 1","","Lateral Band Walk","2","Straight Set","20","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Knee-Banded Bodyweight Glute Bridge","3","Straight Set","30","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Push-up","3","Straight Set","AMRAP","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Dumbbell Stiff-Leg Deadlift","3","Straight Set","10","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Seated Row","3","Straight Set","12","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Bodyweight High Step-up","3","Straight Set","10","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","2","Workout Day 2","Day 2","","Banded Fire Hydrant","2","Straight Set","12","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Knee-Banded Constant Tension Barbell Hip Thrust","3","Straight Set","20","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Military Press","3","Straight Set","6","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Pause Front Squat","3","Straight Set","5","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Underhand Grip Lat Pull-Down","3","Straight Set","10","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Dumbbell 45-Degree Hyper","3","Straight Set","12","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","3","Workout Day 3","Day 3","","Banded Standing Hip Abduction","2","Straight Set","20","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Pause Barbell Hip Thrust","3","Straight Set","5","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Seated Dumbbell Overhead Press","3","Straight Set","12","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Between Bench Dumbbell Squat","3","Straight Set","20","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Inverted Row","3","Straight Set","AMRAP","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Good Morning","3","Straight Set","8","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 1-4","Focuses on the hip thrust and military press.","1","Week 1-4","First 4 weeks of the intermediate program.","4","Workout Day 4","Day 4","","Monster Walk","3","Straight Set","20","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 5-8","Focuses on the squat and chin-up.","2","Week 5-8","Second 4 weeks of the intermediate program.","5","Workout Day 1","Day 1","","Back Squat","3","Straight Set","5","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 5-8","Focuses on the squat and chin-up.","2","Week 5-8","Second 4 weeks of the intermediate program.","5","Workout Day 1","Day 1","","Chin-up","3","Straight Set","AMRAP","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 5-8","Focuses on the squat and chin-up.","2","Week 5-8","Second 4 weeks of the intermediate program.","5","Workout Day 1","Day 1","","Single-Leg Foot-Elevated Hip Thrust","3","Straight Set","10","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 5-8","Focuses on the squat and chin-up.","2","Week 5-8","Second 4 weeks of the intermediate program.","5","Workout Day 1","Day 1","","Incline Press","3","Straight Set","8","","","","","","","","","",""
"Intermediate Program","Bret Contreras","A program for intermediate lifters focused on greater loading and barbell movements.","12 weeks","Intermediate","Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column","4","Weeks 5-8","Focuses on the squat and chin-up.","2","Week 5-8","Second 4 weeks of the intermediate program.","5","Workout Day 1","Day 1","","Banded Frog Pump","2","Straight Set","30","","","","","","","","","",""
