Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,3,"Break-In Phase - Week 3-4 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell lunge,4,,10-15,10,15,,,,,,"3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,3,"Break-In Phase - Week 3-4 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10-15,10,15,,,,,,"3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell chest press,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell single-arm row,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Military press,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Barbell back squat,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell lunge,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10-15,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Dumbbell chest press,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Dumbbell single-arm row,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Military press,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Barbell back squat,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Dumbbell lunge,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,"Break-In Phase - Week 8 - Monday, Thursday","Monday, Thursday",,Dumbbell stiff-leg deadlift,2,,15-20,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Dumbbell chest press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Dumbbell single-arm row,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Military press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Barbell back squat,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Barbell hip thrust,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Monday (heavy),Monday (heavy),,Barbell stiff-leg deadlift,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Barbell incline press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Neutral-grip lat pull-down,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Cable upright row,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Dumbbell incline biceps curl,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Cable rope overhead triceps extension,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Leg press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Machine seated leg curl,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Dumbbell standing calf raise,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Wednesday (moderate),Wednesday (moderate),,Cable kneeling rope crunch,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Low cable fly,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Cable seated row,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Machine lateral raise,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Dumbbell hammer curl,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Cable triceps kickback,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Leg extension,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Cable glute back kick,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Machine seated calf raise,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 1,,1,Basic Training Phase - Week 1 - Friday (light),Friday (light),,Reverse crunch,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Dumbbell chest press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Dumbbell single-arm row,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Military press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Barbell back squat,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Barbell hip thrust,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Monday (heavy),Monday (heavy),,Barbell stiff-leg deadlift,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Barbell incline press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Neutral-grip lat pull-down,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Cable upright row,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Dumbbell incline biceps curl,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Cable rope overhead triceps extension,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Leg press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Machine seated leg curl,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Dumbbell standing calf raise,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Wednesday (moderate),Wednesday (moderate),,Cable kneeling rope crunch,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Low cable fly,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Cable seated row,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Machine lateral raise,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Dumbbell hammer curl,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Cable triceps kickback,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Leg extension,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Cable glute back kick,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Machine seated calf raise,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 2,,2,Basic Training Phase - Week 2 - Friday (light),Friday (light),,Reverse crunch,2 or 3,,15-25,15,25,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Dumbbell chest press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Dumbbell single-arm row,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Military press,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Barbell back squat,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Barbell hip thrust,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Monday (heavy),Monday (heavy),,Barbell stiff-leg deadlift,4 or 5,,3-5,3,5,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Barbell incline press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Neutral-grip lat pull-down,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Cable upright row,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Dumbbell incline biceps curl,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Cable rope overhead triceps extension,2 or 3,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Leg press,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Basic Training Phase,,,Week 3,,3,Basic Training Phase - Week 3 - Wednesday (moderate),Wednesday (moderate),,Machine seated leg curl,3 or 4,,8-12,8,12,,,,,,"2, 1, 0",,,
