Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,B1,Dumbbell high step up,,3,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,,Prisoner single-leg 45 back extension,,2,Normal,12,12,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,,Banded seat abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,,Straight-leg sit-up,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout B,2,,,45-degree side bend,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,A1,Barbell American hip thrust,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,A2,Standing single-arm cable row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,B1,Goblet full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,B2,Single-arm dumbbell bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,,Cable straight-leg pull-through,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,,Turkish get up,,1,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 1,,1,Workout C,3,,,Half-kneeling cable anti-rotation press,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,A1,Barbell glute bridge,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,A2,One-arm dumbbell row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,B1,Barbell box squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,B2,Dumbbell incline bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,,Barbell American deadlift,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,,Cable standing abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,,RKC plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout A,1,,,Side plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,A1,Bodyweight shoulder elevated single-leg hip thrust,,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,A2,Chin-up,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,B1,Dumbbell high step up,,3,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,,Prisoner single-leg 45 back extension,,2,Normal,12,12,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,,Banded seat abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,,Straight-leg sit-up,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout B,2,,,45-degree side bend,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,A1,Barbell American hip thrust,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,A2,Standing single-arm cable row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,B1,Goblet full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,B2,Single-arm dumbbell bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,,Cable straight-leg pull-through,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,,Turkish get up,,1,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 2,,2,Workout C,3,,,Half-kneeling cable anti-rotation press,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,A1,Barbell glute bridge,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,A2,One-arm dumbbell row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,B1,Barbell box squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,B2,Dumbbell incline bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,,Barbell American deadlift,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,,Cable standing abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,,RKC plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout A,1,,,Side plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,A1,Bodyweight shoulder elevated single-leg hip thrust,,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,A2,Chin-up,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,B1,Dumbbell high step up,,3,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,,Prisoner single-leg 45 back extension,,2,Normal,12,12,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,,Banded seat abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,,Straight-leg sit-up,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout B,2,,,45-degree side bend,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,A1,Barbell American hip thrust,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,A2,Standing single-arm cable row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,B1,Goblet full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,B2,Single-arm dumbbell bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,,Cable straight-leg pull-through,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,,Turkish get up,,1,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 3,,3,Workout C,3,,,Half-kneeling cable anti-rotation press,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,A1,Barbell glute bridge,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,A2,One-arm dumbbell row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,B1,Barbell box squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,B2,Dumbbell incline bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,,Barbell American deadlift,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,,Cable standing abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,,RKC plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout A,1,,,Side plank,Hold for 60 seconds,1,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,A1,Bodyweight shoulder elevated single-leg hip thrust,,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,A2,Chin-up,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,B1,Dumbbell high step up,,3,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,,Prisoner single-leg 45 back extension,,2,Normal,12,12,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,,Banded seat abduction,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,,Straight-leg sit-up,,1,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout B,2,,,45-degree side bend,,1,Normal,20,20,20,,,,,,,,,
