"Program Name","Program Arthur","Program Description","Program Length","Program Level","Program Equipment","Days Per Week","Mesocycle Name","Mesocycle Description","Mesocycle Order","Microcycle Name","Microcycle Description","Microcycle Order","Workout Name","Workout Day","Workout Notes","Exercise Name","Sets","Set Type","Target Repetitions","Target Min Repetitions","Target Max Repetitions","Target Weight (lbs)","Target Weight (kg)","Weight Increment (lbs)","Weight Increment (kg)","Target RPE","Target RIR","Percentage of 1RM","Progression Scheme ID","Advanced Exercise Sets"
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B2","Bodyweight step up","3", "Superset","10-20 reps (each)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B1","Dumbbell military press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Bodyweight 45-degree back ext.","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Side lying clam","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Crunch","1", "Straight Set","15-30 reps","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Side crunch","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A2","Glute march","3", "Superset","60 sec","60",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A1","Seated row","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B2","Bodyweight parallel squat","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B1","Dumbbell incline press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Bodyweight single-leg RDL","3", "Straight Set","10-20 reps (each side)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"X-band walk (light tension)","1", "Straight Set","10-20 steps (each side)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"RKC plank","1", "Straight Set","10-30 sec","10","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 1-4",,"1","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Rope horizontal chop","1", "Straight Set","10 reps (each side)","10","10",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with A2","Bodyweight hip thrust","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with A1","Standing single-arm cable row","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with B2","Goblet squat","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with B1","Barbell bench press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Barbell Romanian deadlift","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Side lying abduction","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Feet elevated plank","1", "Straight Set","20-60 seconds","20","60",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Side plank","1", "Straight Set","20-60 seconds (each)","20","60",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with A2","Bodyweight single-leg glute bridge","3", "Superset","10-20 reps (each)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with A1","Negative chin-up","3", "Superset","3 reps","3","3",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B2","Bodyweight walking lunge","3", "Superset","20-40 total steps","20","40",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B1","Dumbbell military press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Bodyweight reverse hyperextension","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Side lying clam","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Swiss ball crunch","1", "Straight Set","15-30 reps","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Swiss ball side crunch","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A2","Bodyweight hip thrust (pause rep method)","3", "Superset","10-20 reps","10","20","","","","","","",,"3 sec pause at top"
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A1","Modified inverted row","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B2","Goblet squat","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B1","Close grip barbell bench press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Russian kettlebell swing","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"X-band walk (moderate tension)","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Straight-leg sit-up","1", "Straight Set","15-30 reps","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 5-8",,"2","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Band rotary hold","1", "Straight Set","10-20 seconds (each)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with A2","Barbell hip thrust","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with A1","Dumbbell bent over row","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with B2","Barbell box squat","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A","Paired with B1","Push-up","3", "Superset","3-10 reps","3","10",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Barbell American deadlift","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Side lying abduction","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Dumbbell Swiss ball crunch","1", "Straight Set","15-30 reps","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout A",,"1","Booty-ful Beginnings Workout A","Day A",,"Half-kneeling cable anti-rotation press","1", "Straight Set","10-15 reps (each)","10","15",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with A2","Bodyweight single-leg hip thrust","3", "Superset","10-20 reps (each)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with A1","Chin-up (band assisted)","3", "Superset","1-5 reps","1","5",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B2","Bodyweight Bulgarian split squat","3", "Superset","10-20 reps (each)","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B","Paired with B1","Barbell military press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Good morning","3", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"X-band walk","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Feet elevated plank","1", "Straight Set","60-120 sec","60","120",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout B",,"2","Booty-ful Beginnings Workout B","Day B",,"Dumbbell side bend","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A2","Barbell hip thrust (pause rep method)","3", "Superset","8-15 reps","8","15","","","","","","",,"3 sec pause at top"
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with A1","Dumbbell chest supported row","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B2","Barbell parallel squat","3", "Superset","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C","Paired with B1","Barbell incline press","3", "Superset","8-12 reps","8","12",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Bodyweight back extension","3", "Straight Set","10-30 reps","10","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Side lying clam","1", "Straight Set","15-30 reps (each)","15","30",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Hanging leg raise","1", "Straight Set","10-20 reps","10","20",,,,,,,,
"Booty-ful Beginnings",,"12-week program for beginners.","12 weeks","Beginner","Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball","3","Weeks 9-12",,"3","Workout C",,"3","Booty-ful Beginnings Workout C","Day C",,"Rope horizontal chop","1", "Straight Set","10-15 reps (each)","10","15",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A","Paired with A2","Barbell glute bridge","3", "Superset","20 reps","20","20",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A","Paired with A1","One-arm dumbbell row","3", "Superset","8 reps (each)","8","8",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A","Paired with B2","Barbell box squat","3", "Superset","5 reps","5","5",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A","Paired with B1","Dumbbell incline bench press","3", "Superset","8 reps","8","8",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A",,"Barbell American deadlift","3", "Straight Set","5 reps","5","5",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A",,"Cable standing abduction","1", "Straight Set","20 reps (each)","20","20",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A",,"RKC plank","1", "Straight Set","60 seconds","60","60",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout A",,"1","Gluteal Goddess Advanced Workout A","Day A",,"Side plank","1", "Straight Set","60 seconds","60","60",,,,,,,,
"Gluteal Goddess Advanced",,"12-week program for advanced lifters.","12 weeks","Advanced","Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball","3","Weeks 1-4",,"1","Workout B",,"2","Gluteal Goddess Advanced Workout B","Day B","Paired with A2","Bodyweight shoulder elevated single-leg hip thrust","3", "Superset","8-20 reps (each)","8","20",,,,,,,,
